time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,8.277199250124062e-08,1.8498976676227695e-06,10.001612682899475,0.001239103453698931,6.2829349556716565,0.0,1.3072428117047675e-05,0.00013671447563138795,0.053754533068006566,0.04504503296972579,-0.014197837892920067,0.0,422.07346180727836,420.8466400900121,420.5382363764932,424.4214355449658
0.12000000000000001,7.4201343942673655e-06,4.3654306277935115e-05,10.005928086703195,0.0047222333827399154,6.282930400927198,0.0,0.00026265361328166347,0.0015505363950865884,0.09008902358416193,0.0760481135499298,0.01899006842956833,0.0,415.4908362963291,418.3898426830798,414.1286090275916,416.8486030481126
0.18,2.436184437971647e-05,0.0002745759359253728,10.018455217983984,0.008955436789657156,0.0005987474883868416,0.0,0.00017733134097551925,0.006688729668293451,0.3274401947399054,0.056331151528592124,0.0024127347313587675,0.0,478.9493384862002,477.6869916999879,479.48478480793267,477.98811860262276
0.23999999999999996,2.0562339529375237e-05,0.0008983965196951301,10.04367583286195,0.01213610826742606,0.0005862668961427175,0.0,-0.0003122127684701027,0.014482068703590114,0.5131775841676325,0.04537340640886,-0.006046249811173512,0.0,463.77782998798716,463.11307121826684,463.89817708421856,463.03877930784853
0.3,-9.945999601368354e-06,0.002057067449125996,10.079658304398366,0.015487448667813375,8.421725959628645e-05,0.0,-0.0006564199930667586,0.02448804065471748,0.6861451454356229,0.07123850581487158,-0.013469248805490774,0.0,460.29640338024893,459.7087965968131,458.5491131414099,460.6008002172432
0.36000000000000004,-4.788613523767475e-05,0.0038683634551002566,10.124177623147636,0.019757719151072273,6.282345800178952,0.0,-0.0005187458104036594,0.036330418826351935,0.7977527141361738,0.07103624510180805,-0.01955629578073887,0.0,442.232612889716,441.7311019208942,440.2243761064445,440.2115852243596
0.4200000000000001,-5.9223067520968545e-05,0.006442408402612816,10.173566107545362,0.02410345843949724,6.281614775304881,0.0,0.00022813913500770822,0.049877998053344835,0.8484844591945984,0.07507691651215954,-0.0004735965290615313,0.0,420.67697535071136,422.32598833805883,421.7017959975229,422.0549995942762
0.48000000000000015,-1.004261369205276e-05,0.010003075029563512,10.229580675740687,0.02883100530800231,6.281909725936661,0.0,0.0013940676250196328,0.06932703342922372,1.0185176221513408,0.08534137466808432,0.013959345018461314,0.0,458.69125643999956,459.8357994779283,459.14280396985436,459.9610257740605
0.5400000000000001,9.827959045485298e-05,0.01481588160320259,10.294962278473957,0.03353266095364038,6.282557957724359,0.0,0.0021350967728690734,0.09163382024359816,1.1607180194167384,0.058330892213631386,0.00359830916850628,0.0,451.835534425883,450.9994410004264,452.17236341060027,449.9959918922088
0.6000000000000002,0.00023852717663197076,0.02101509416505649,10.367459381802133,0.036895276064596416,6.282515713373794,0.0,0.0025291358854754365,0.11535067955733544,1.2557390052236046,0.05102631328859463,-0.01111302894960107,0.0,437.024563809631,435.7967761677034,437.5169575567145,436.91061744431175
0.6600000000000003,0.0004092032385047699,0.02888393715722144,10.450441234997442,0.039902851391385497,6.282543655498486,0.0,0.0031915082043105967,0.14731108086225517,1.5100058718282598,0.04826315649595885,0.017025882755410754,0.0,484.2169572888917,486.32898139855814,485.02724331144697,484.82105371767176
0.7200000000000003,0.0006110555270246924,0.03865890161718681,10.546532597708254,0.042803512170666025,0.0005016016930143863,0.0,0.003412710526827417,0.17884112435596516,1.6927710212824933,0.04850617973932706,0.022829897500857413,0.0,464.9614974325057,465.415878503679,464.4555604047568,464.47594030209746
0.7800000000000004,0.0008011138893707941,0.05019897039208242,10.64912160402248,0.045519188124163,0.002390652055230369,0.0,0.0027684680705797097,0.20608491680802685,1.726797749797588,0.03782248129044552,0.04477635831413234,0.0,416.6388316114613,418.5534798385401,419.9477679063115,419.0213976556965
0.8400000000000004,0.0009105953406267228,0.06345991011262685,10.754565782051497,0.048132780950373544,0.005344959383753789,0.0,0.0006082725777699217,0.23617753346911177,1.787899764718631,0.05308938168181224,0.05692910692680035,0.0,426.9446161736111,427.9817445805772,427.0799615416875,428.38116016086974
0.9000000000000005,0.0008319888661857578,0.07856802851993744,10.863424218453533,0.051484258923852444,0.008660546784867051,0.0,-0.0035483087568469506,0.2677316102059464,1.840610421156946,0.06088640694531107,0.05169419156212874,0.0,425.02460158025457,424.5779404379725,425.0721898069244,425.7420464323345
0.9600000000000005,0.000403605500433705,0.09584287210435097,10.979418513808069,0.055308891773884206,0.012321825352225702,0.0,-0.011121336166824085,0.30850708565424334,2.0255249447205648,0.06891866342566819,0.07510251557955952,0.0,466.19799009107425,468.0256597333109,465.8654182554192,466.495747843358
1.0200000000000005,-0.0006073627809370411,0.11581656279318187,11.10938283334808,0.05971009278290662,0.016583787438833042,0.0,-0.02313771788796444,0.3578012192989587,2.3060491921910904,0.08100163769010693,0.06131344220694391,0.0,496.3807104149135,495.37108595181354,493.8271500939771,494.7211305144598
1.0800000000000005,-0.002325796694791662,0.13844129851765338,11.249173261507677,0.06503235992524292,0.020284825748112745,0.0,-0.03448989838999276,0.3968305227315636,2.3534915293308423,0.10082592192583541,0.06241458902663349,0.0,425.9604047076609,426.05746687303264,424.444290628508,426.14897688667753
1.1400000000000006,-0.004924736406381433,0.163917484751686,11.397913616661487,0.07063473391090191,0.023897208492588362,0.0,-0.05258834417550837,0.45306902734971916,2.6039118223570097,0.0711343800956151,0.05537957734855629,0.0,489.00098762699565,488.4788721056121,488.365246008562,486.15184427969757
1.2000000000000006,-0.008502042596332582,0.19232682114915836,11.5536564882413,0.07498287565608841,0.02730290887153064,0.0,-0.06694189961718064,0.4942722101283767,2.5875112219135827,0.07501160823335441,0.05939067105095482,0.0,406.1784287895141,406.5405221815415,405.2287484468286,405.58173988289025
1.2600000000000007,-0.013132736799807391,0.22364274846717644,11.713146734438746,0.07909054893104717,0.03051871765832459,0.0,-0.08777624512297837,0.5500317195478595,2.7284424418250297,0.05026571217432117,0.038311604819459916,0.0,457.4974757967147,455.81780208979205,458.11309414801303,456.14446532004257
1.3200000000000007,-0.019141574455528346,0.2585459653014317,11.883076292325269,0.08186411940530647,0.03332036380749326,0.0,-0.11280774481259513,0.613703441805736,2.935312031504705,0.036591789377971896,0.05965762183915756,0.0,476.8366787934115,478.4656277831345,477.7238131423426,476.68112185826874
1.3800000000000008,-0.026603878907911823,0.29703912190282156,12.061873595828262,0.08391764954130121,0.037051960791315786,0.0,-0.136295794649334,0.6695874287680026,3.024318976112085,0.029015682001794406,0.06683331318437284,0.0,441.78970652661627,442.3837667086845,443.7117276398327,443.08980360730374
1.4400000000000008,-0.03543961929643687,0.33867091546381567,12.24300451332189,0.08611713115690112,0.04144988259101012,0.0,-0.15859260109877607,0.7183029777695146,3.013363830924284,0.04870810944230341,0.08381888951889685,0.0,409.667262209164,411.17941641099736,409.7970417766412,411.5445292058105
1.5000000000000009,-0.04592401274022877,0.38373731867616356,12.42890619761312,0.0888365190363869,0.046610056277399003,0.0,-0.19144101959047108,0.7841762564189904,3.1828237796915606,0.03751057703249799,0.09004508126168163,0.0,468.4270505532878,468.9166382656304,468.0504479794665,467.17922978457915
1.560000000000001,-0.05829744362654399,0.4324365654051492,12.620758263928304,0.09088491523672992,0.05161249087600073,0.0,-0.22148483250076315,0.8393089657645336,3.212100439733811,0.026365031331962354,0.06468135914394615,0.0,426.1147405746771,423.94667110557094,426.0051891224658,425.05158422716335
